"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"281","All gastro pathogens","Initial and Sequel Disease","<5","GPSpecialist",3266724.54069376,2183297.34272511,4770078.14068526
"282","All gastro pathogens","Initial and Sequel Disease","<5","ED",4304980.8164221,2061242.5319385,8582249.88817587
"283","All gastro pathogens","Initial and Sequel Disease","<5","Medications",2485261.68221017,1459872.84238467,4063814.48384071
"284","All gastro pathogens","Initial and Sequel Disease","<5","Tests",1445964.17314837,971889.727156019,2188131.47809044
"285","All gastro pathogens","Initial and Sequel Disease","<5","Hospitalisation",10172665.290602,5816914.84504219,17136196.0891937
"286","All gastro pathogens","Initial and Sequel Disease","<5","Deaths",5274404.88073382,2787420.99275762,9604684.36368864
"287","All gastro pathogens","Initial and Sequel Disease","<5","WTP",14391986.1690157,9694290.85525307,20647358.9178619
"288","All gastro pathogens","Initial and Sequel Disease","<5","WTPOngoing",3438942.11906151,1753657.4189858,6204292.42682744
"289","All gastro pathogens","Initial and Sequel Disease","<5","HumanCapital",74702980.093955,41938423.3332243,136712347.986955
"290","All gastro pathogens","Initial and Sequel Disease","<5","FrictionHigh",59762384.075164,33550738.6665794,109369878.389564
"291","All gastro pathogens","Initial and Sequel Disease","<5","FrictionLow",22410894.0281865,12581526.9999673,41013704.3960866
"292","All gastro pathogens","Initial and Sequel Disease","<5","TotalHumanCapital",121437084.384859,79551432.2880589,192144410.156894
"293","All gastro pathogens","Initial and Sequel Disease","<5","TotalFrictionHigh",106519047.707935,70950735.6387672,164920100.132577
"294","All gastro pathogens","Initial and Sequel Disease","<5","TotalFrictionLow",69090289.1216186,48871447.590225,98188341.9454931
"295","All gastro pathogens","Initial and Sequel Disease","5-64","GPSpecialist",33372168.0666521,20705936.474796,51789829.9292175
"296","All gastro pathogens","Initial and Sequel Disease","5-64","ED",54315792.2028327,25953929.65236,108130484.252877
"297","All gastro pathogens","Initial and Sequel Disease","5-64","Medications",21392057.927833,12647455.8298377,33970689.8273076
"298","All gastro pathogens","Initial and Sequel Disease","5-64","Tests",12382874.3918503,7720441.31206607,21029297.0537158
"299","All gastro pathogens","Initial and Sequel Disease","5-64","Hospitalisation",63508711.9807397,38128701.6567419,103235758.395443
"300","All gastro pathogens","Initial and Sequel Disease","5-64","Deaths",42481416.1714599,26323433.6085176,67405938.6803547
"301","All gastro pathogens","Initial and Sequel Disease","5-64","WTP",143968248.528233,90431038.1946686,219099221.89686
"302","All gastro pathogens","Initial and Sequel Disease","5-64","WTPOngoing",18452574.8847216,9095832.38505285,35081573.8900546
"303","All gastro pathogens","Initial and Sequel Disease","5-64","HumanCapital",1261563897.26477,723838293.52736,2058281650.62143
"304","All gastro pathogens","Initial and Sequel Disease","5-64","FrictionHigh",1009251117.81182,579070634.821888,1646625320.49714
"305","All gastro pathogens","Initial and Sequel Disease","5-64","FrictionLow",378469169.179431,217151488.058208,617484495.186428
"306","All gastro pathogens","Initial and Sequel Disease","5-64","TotalHumanCapital",1661298432.56326,1022523596.85014,2589133563.74492
"307","All gastro pathogens","Initial and Sequel Disease","5-64","TotalFrictionHigh",1409208414.04511,876704245.34533,2180042720.9742
"308","All gastro pathogens","Initial and Sequel Disease","5-64","TotalFrictionLow",778616885.749355,511572738.732572,1156089865.03388
"309","All gastro pathogens","Initial and Sequel Disease","65+","GPSpecialist",7217142.14585167,4574305.64515125,11006658.6323383
"310","All gastro pathogens","Initial and Sequel Disease","65+","ED",11073006.7299627,5292254.22346887,22068335.0375828
"311","All gastro pathogens","Initial and Sequel Disease","65+","Medications",6042498.95915043,3412403.7746739,10280532.8535598
"312","All gastro pathogens","Initial and Sequel Disease","65+","Tests",3086365.79321798,1984207.36842053,4938833.73722233
"313","All gastro pathogens","Initial and Sequel Disease","65+","Hospitalisation",96593761.0359598,51852683.9797466,168124973.858705
"314","All gastro pathogens","Initial and Sequel Disease","65+","Deaths",185739731.349375,110510768.401741,300938079.674626
"315","All gastro pathogens","Initial and Sequel Disease","65+","WTP",32028192.5895757,20819035.7381243,47532635.291901
"316","All gastro pathogens","Initial and Sequel Disease","65+","WTPOngoing",5010609.56338918,2460121.38726178,9663890.88333149
"317","All gastro pathogens","Initial and Sequel Disease","65+","HumanCapital",137278986.657843,45396306.0619755,649595749.657691
"318","All gastro pathogens","Initial and Sequel Disease","65+","FrictionHigh",109823189.326274,36317044.8495804,519676599.726152
"319","All gastro pathogens","Initial and Sequel Disease","65+","FrictionLow",41183695.9973528,13618891.8185927,194878724.897307
"320","All gastro pathogens","Initial and Sequel Disease","65+","TotalHumanCapital",512972417.846446,343146059.056435,1032025842.36831
"321","All gastro pathogens","Initial and Sequel Disease","65+","TotalFrictionHigh",485288076.298201,329638288.097529,903672769.704422
"322","All gastro pathogens","Initial and Sequel Disease","65+","TotalFrictionLow",411287629.387708,290659790.445632,607943710.249588
"323","All gastro pathogens","Initial and Sequel Disease","All Ages","GPSpecialist",43946345.0295901,27733046.9622515,66993477.0408498
"324","All gastro pathogens","Initial and Sequel Disease","All Ages","ED",70998084.5635963,36042368.0247959,132089559.694797
"325","All gastro pathogens","Initial and Sequel Disease","All Ages","Medications",30091623.2799366,17994398.5519699,47293872.2649349
"326","All gastro pathogens","Initial and Sequel Disease","All Ages","Tests",17111968.583114,11202686.8737352,26962031.2680336
"327","All gastro pathogens","Initial and Sequel Disease","All Ages","Hospitalisation",174069818.757402,118429120.59933,252616055.314622
"328","All gastro pathogens","Initial and Sequel Disease","All Ages","Deaths",235859645.329583,156996148.493117,352004319.449937
"329","All gastro pathogens","Initial and Sequel Disease","All Ages","WTP",190416180.086441,121125143.279101,287058515.148397
"330","All gastro pathogens","Initial and Sequel Disease","All Ages","WTPOngoing",27169275.8941001,13777578.7585936,49449086.2158605
"331","All gastro pathogens","Initial and Sequel Disease","All Ages","HumanCapital",1528239489.7945,870114660.58428,2587714187.543
"332","All gastro pathogens","Initial and Sequel Disease","All Ages","FrictionHigh",1222591591.8356,696091728.467424,2070171350.0344
"333","All gastro pathogens","Initial and Sequel Disease","All Ages","FrictionLow",458471846.938351,261034398.175284,776314256.2629
"334","All gastro pathogens","Initial and Sequel Disease","All Ages","TotalHumanCapital",2338212134.96935,1538937514.85232,3562216113.53546
"335","All gastro pathogens","Initial and Sequel Disease","All Ages","TotalFrictionHigh",2032273031.35054,1361667350.47369,3046132941.86213
"336","All gastro pathogens","Initial and Sequel Disease","All Ages","TotalFrictionLow",1268978295.70679,913616962.031897,1768669096.96092
"337","Norovirus","Norovirus","<5","GPSpecialist",152658.054943216,41836.8534811771,319332.895981624
"338","Norovirus","Norovirus","<5","ED",299792.121271367,77916.1950279618,730458.48892531
"339","Norovirus","Norovirus","<5","Medications",140941.678424856,38279.5508503727,310324.313725912
"340","Norovirus","Norovirus","<5","Tests",36912.3502060596,9148.49334071446,100521.254745444
"341","Norovirus","Norovirus","<5","Hospitalisation",902605.538235591,247434.118156768,1925893.67832439
"342","Norovirus","Norovirus","<5","Deaths",39769.3542849509,311.466126705232,448989.211759892
"343","Norovirus","Norovirus","<5","WTP",486017.233028463,170825.895818645,950951.169562559
"344","Norovirus","Norovirus","<5","WTPOngoing",0,0,0
"345","Norovirus","Norovirus","<5","HumanCapital",4447546.88255134,1259496.32553586,10649023.4134478
"346","Norovirus","Norovirus","<5","FrictionHigh",3558037.50604107,1007597.06042869,8519218.7307582
"347","Norovirus","Norovirus","<5","FrictionLow",1334264.0647654,377848.897660759,3194707.02403433
"348","Norovirus","Norovirus","<5","TotalHumanCapital",6731643.42449757,2588238.87625152,13903206.8204639
"349","Norovirus","Norovirus","<5","TotalFrictionHigh",5839611.57594136,2313086.4807405,11801500.2554493
"350","Norovirus","Norovirus","<5","TotalFrictionLow",3612380.83560417,1581712.81210829,6606430.13981645
"351","Norovirus","Norovirus","5-64","GPSpecialist",1926289.21157137,527105.621009403,4021456.42924444
"352","Norovirus","Norovirus","5-64","ED",3779752.98920903,986278.983643881,9204081.83176314
"353","Norovirus","Norovirus","5-64","Medications",1330418.3839556,366046.734150009,2778125.43724142
"354","Norovirus","Norovirus","5-64","Tests",462849.198293176,116461.41630281,1260934.69332108
"355","Norovirus","Norovirus","5-64","Hospitalisation",1054207.08629714,290266.055871783,2228256.05079531
"356","Norovirus","Norovirus","5-64","Deaths",1408312.44365408,334069.12162775,3774796.41651094
"357","Norovirus","Norovirus","5-64","WTP",5509514.07190713,1567203.86294746,11318704.3291793
"358","Norovirus","Norovirus","5-64","WTPOngoing",0,0,0
"359","Norovirus","Norovirus","5-64","HumanCapital",83349547.2628971,22955132.0043564,174734465.003572
"360","Norovirus","Norovirus","5-64","FrictionHigh",66679637.8103177,18364105.6034851,139787572.002858
"361","Norovirus","Norovirus","5-64","FrictionLow",25004864.1788691,6886539.60130691,52420339.5010716
"362","Norovirus","Norovirus","5-64","TotalHumanCapital",99586014.8007509,29458766.6803402,204161730.227934
"363","Norovirus","Norovirus","5-64","TotalFrictionHigh",82910692.3372502,24873358.2214918,169149306.285192
"364","Norovirus","Norovirus","5-64","TotalFrictionLow",41228736.3099563,13332628.8423773,82037858.6122786
"365","Norovirus","Norovirus","65+","GPSpecialist",393369.157365109,107605.438092453,823169.07079079
"366","Norovirus","Norovirus","65+","ED",773546.457321953,202794.027489927,1874060.64439301
"367","Norovirus","Norovirus","65+","Medications",375489.289428145,101464.494379602,827951.90617248
"368","Norovirus","Norovirus","65+","Tests",94682.5236419808,23725.6912045753,258479.657964395
"369","Norovirus","Norovirus","65+","Hospitalisation",2796937.86231339,753868.433697456,5953942.82044223
"370","Norovirus","Norovirus","65+","Deaths",2284436.32574312,566498.13987456,5929698.12508302
"371","Norovirus","Norovirus","65+","WTP",1166515.63203525,358971.572571861,2354823.72935756
"372","Norovirus","Norovirus","65+","WTPOngoing",0,0,0
"373","Norovirus","Norovirus","65+","HumanCapital",8756881.11587873,1795523.89247137,49153466.6926066
"374","Norovirus","Norovirus","65+","FrictionHigh",7005504.89270299,1436419.11397709,39322773.3540852
"375","Norovirus","Norovirus","65+","FrictionLow",2627064.33476362,538657.16774141,14746040.007782
"376","Norovirus","Norovirus","65+","TotalHumanCapital",17917968.1779915,7670540.20528556,59121904.9196589
"377","Norovirus","Norovirus","65+","TotalFrictionHigh",16172815.5218018,7196915.33472032,49352207.143397
"378","Norovirus","Norovirus","65+","TotalFrictionLow",11725631.6529568,5791116.65940768,25293115.1582713
"379","Norovirus","Norovirus","All Ages","GPSpecialist",2480130.98566848,679893.911165492,5128363.24329469
"380","Norovirus","Norovirus","All Ages","ED",4961884.25355588,1327692.75568459,11350473.6602461
"381","Norovirus","Norovirus","All Ages","Medications",1863401.77445472,512727.355164908,3869563.22233105
"382","Norovirus","Norovirus","All Ages","Tests",616476.632950448,161436.76106233,1531400.78096586
"383","Norovirus","Norovirus","All Ages","Hospitalisation",4928174.78231653,2476466.41135127,8300969.93281434
"384","Norovirus","Norovirus","All Ages","Deaths",4070535.49384831,1689236.82444116,8202343.45229303
"385","Norovirus","Norovirus","All Ages","WTP",7161113.04325285,2100148.48044908,14618382.4634612
"386","Norovirus","Norovirus","All Ages","WTPOngoing",0,0,0
"387","Norovirus","Norovirus","All Ages","HumanCapital",100831174.804455,27877396.6942016,217767707.566545
"388","Norovirus","Norovirus","All Ages","FrictionHigh",80664939.8435644,22301917.3553613,174214166.053236
"389","Norovirus","Norovirus","All Ages","FrictionLow",30249352.4413366,8363219.00826048,65330312.2699635
"390","Norovirus","Norovirus","All Ages","TotalHumanCapital",128194181.688097,42211929.7834454,262009909.030254
"391","Norovirus","Norovirus","All Ages","TotalFrictionHigh",107978370.409876,36572571.1109127,218530767.41685
"392","Norovirus","Norovirus","All Ages","TotalFrictionLow",57409776.3139613,22488418.4504433,109872387.69326
"393","Norovirus","Initial and Sequel Disease","<5","GPSpecialist",152658.054943216,41836.8534811771,319332.895981624
"394","Norovirus","Initial and Sequel Disease","<5","ED",299792.121271367,77916.1950279618,730458.48892531
"395","Norovirus","Initial and Sequel Disease","<5","Medications",140941.678424856,38279.5508503727,310324.313725912
"396","Norovirus","Initial and Sequel Disease","<5","Tests",36912.3502060596,9148.49334071446,100521.254745444
"397","Norovirus","Initial and Sequel Disease","<5","Hospitalisation",902605.538235591,247434.118156768,1925893.67832439
"398","Norovirus","Initial and Sequel Disease","<5","Deaths",39769.3542849509,311.466126705232,448989.211759892
"399","Norovirus","Initial and Sequel Disease","<5","WTP",486017.233028463,170825.895818645,950951.169562559
"400","Norovirus","Initial and Sequel Disease","<5","WTPOngoing",0,0,0
"401","Norovirus","Initial and Sequel Disease","<5","HumanCapital",4447546.88255134,1259496.32553586,10649023.4134478
"402","Norovirus","Initial and Sequel Disease","<5","FrictionHigh",3558037.50604107,1007597.06042869,8519218.7307582
"403","Norovirus","Initial and Sequel Disease","<5","FrictionLow",1334264.0647654,377848.897660759,3194707.02403433
"404","Norovirus","Initial and Sequel Disease","<5","TotalHumanCapital",6731643.42449757,2588238.87625152,13903206.8204639
"405","Norovirus","Initial and Sequel Disease","<5","TotalFrictionHigh",5839611.57594136,2313086.4807405,11801500.2554493
"406","Norovirus","Initial and Sequel Disease","<5","TotalFrictionLow",3612380.83560417,1581712.81210829,6606430.13981645
"407","Norovirus","Initial and Sequel Disease","5-64","GPSpecialist",1926289.21157137,527105.621009403,4021456.42924444
"408","Norovirus","Initial and Sequel Disease","5-64","ED",3779752.98920903,986278.983643881,9204081.83176314
"409","Norovirus","Initial and Sequel Disease","5-64","Medications",1330418.3839556,366046.734150009,2778125.43724142
"410","Norovirus","Initial and Sequel Disease","5-64","Tests",462849.198293176,116461.41630281,1260934.69332108
"411","Norovirus","Initial and Sequel Disease","5-64","Hospitalisation",1054207.08629714,290266.055871783,2228256.05079531
"412","Norovirus","Initial and Sequel Disease","5-64","Deaths",1408312.44365408,334069.12162775,3774796.41651094
"413","Norovirus","Initial and Sequel Disease","5-64","WTP",5509514.07190713,1567203.86294746,11318704.3291793
"414","Norovirus","Initial and Sequel Disease","5-64","WTPOngoing",0,0,0
"415","Norovirus","Initial and Sequel Disease","5-64","HumanCapital",83349547.2628971,22955132.0043564,174734465.003572
"416","Norovirus","Initial and Sequel Disease","5-64","FrictionHigh",66679637.8103177,18364105.6034851,139787572.002858
